mono_0000000000.png,102,1386
mono_0000000001.png,167,1353
mono_0000000002.png,97,1347
mono_0000000003.png,149,866
mono_0000000004.png,137,1518
mono_0000000005.png,144,1052
mono_0000000006.png,150,1206
mono_0000000007.png,130,1218
mono_0000000008.png,135,1356
mono_0000000009.png,138,1510
mono_0000000010.png,147,1433
mono_0000000011.png,18,1503
mono_0000000012.png,148,1537
mono_0000000013.png,147,1507
mono_0000000014.png,146,1540
mono_0000000015.png,155,1542
mono_0000000016.png,152,1540
mono_0000000017.png,150,1546
mono_0000000018.png,156,1563
mono_0000000019.png,151,1536
mono_0000000020.png,172,1563
mono_0000000021.png,213,1569
mono_0000000022.png,None,1541
mono_0000000023.png,183,1561
mono_0000000024.png,219,1541
mono_0000000025.png,227,1575
mono_0000000026.png,224,1556
mono_0000000027.png,204,1525
mono_0000000028.png,206,1583
mono_0000000029.png,164,1584
mono_0000000030.png,202,1463
mono_0000000031.png,138,1563
mono_0000000032.png,157,1582
mono_0000000033.png,15,1525
mono_0000000034.png,106,1490
mono_0000000035.png,174,1554
mono_0000000036.png,205,1579
mono_0000000037.png,162,1559
mono_0000000038.png,138,1540
mono_0000000039.png,135,1554
mono_0000000040.png,130,1556
mono_0000000041.png,150,1524
mono_0000000042.png,103,1511
mono_0000000043.png,95,1482
mono_0000000044.png,131,1533
mono_0000000045.png,97,1463
mono_0000000046.png,87,1520
mono_0000000047.png,74,1484
mono_0000000048.png,99,1496
mono_0000000049.png,99,1439
mono_0000000050.png,83,1515
mono_0000000051.png,101,1514
mono_0000000052.png,89,1505
mono_0000000053.png,73,1482
mono_0000000054.png,64,1408
mono_0000000055.png,57,1455
mono_0000000056.png,66,1471
mono_0000000057.png,72,1421
mono_0000000058.png,66,1422
mono_0000000059.png,57,1391
mono_0000000060.png,57,1460
mono_0000000061.png,82,1444
mono_0000000062.png,50,1436
mono_0000000063.png,59,1471
mono_0000000064.png,39,1249
mono_0000000065.png,34,1318
mono_0000000066.png,52,1330
mono_0000000067.png,25,1429
mono_0000000068.png,18,1397
mono_0000000069.png,37,1356
mono_0000000070.png,52,1418
mono_0000000071.png,25,1390
mono_0000000072.png,33,1433
mono_0000000073.png,25,1385
mono_0000000074.png,12,1283
mono_0000000075.png,20,1366
mono_0000000076.png,30,1332
mono_0000000077.png,37,1362
mono_0000000078.png,49,1357
mono_0000000079.png,10,1048
mono_0000000080.png,9,1048
mono_0000000081.png,0,1305
mono_0000000082.png,9,1285
mono_0000000083.png,25,1377
mono_0000000084.png,34,1391
mono_0000000085.png,5,1380
mono_0000000086.png,12,1410
mono_0000000087.png,6,1402
mono_0000000088.png,1,None
mono_0000000089.png,13,None
mono_0000000090.png,4,None
mono_0000000091.png,22,None
mono_0000000092.png,13,None
mono_0000000093.png,17,None
mono_0000000094.png,5,908
mono_0000000095.png,14,927
mono_0000000096.png,2,972
mono_0000000097.png,5,1036
mono_0000000098.png,0,1167
mono_0000000099.png,24,1343
mono_0000000100.png,9,1248
